,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,alcohol/chlorides,chlorides/alcohol,alcohol/citric acid,citric acid/alcohol,alcohol/density,density/alcohol,alcohol/fixed acidity,fixed acidity/alcohol,alcohol/free sulfur dioxide,free sulfur dioxide/alcohol,alcohol/pH,pH/alcohol,alcohol/residual sugar,residual sugar/alcohol,alcohol/sulphates,sulphates/alcohol,alcohol/total sulfur dioxide,total sulfur dioxide/alcohol,alcohol/volatile acidity,volatile acidity/alcohol,chlorides/citric acid,citric acid/chlorides,chlorides/density,density/chlorides,chlorides/fixed acidity,fixed acidity/chlorides,chlorides/free sulfur dioxide,free sulfur dioxide/chlorides,chlorides/pH,pH/chlorides,chlorides/residual sugar,residual sugar/chlorides,chlorides/sulphates,sulphates/chlorides,chlorides/total sulfur dioxide,total sulfur dioxide/chlorides,chlorides/volatile acidity,volatile acidity/chlorides,citric acid/density,density/citric acid,citric acid/fixed acidity,fixed acidity/citric acid,citric acid/free sulfur dioxide,free sulfur dioxide/citric acid,citric acid/pH,pH/citric acid,citric acid/residual sugar,residual sugar/citric acid,citric acid/sulphates,sulphates/citric acid,citric acid/total sulfur dioxide,total sulfur dioxide/citric acid,citric acid/volatile acidity,volatile acidity/citric acid,density/fixed acidity,fixed acidity/density,density/free sulfur dioxide,free sulfur dioxide/density,density/pH,pH/density,density/residual sugar,residual sugar/density,density/sulphates,sulphates/density,density/total sulfur dioxide,total sulfur dioxide/density,density/volatile acidity,volatile acidity/density,fixed acidity/free sulfur dioxide,free sulfur dioxide/fixed acidity,fixed acidity/pH,pH/fixed acidity,fixed acidity/residual sugar,residual sugar/fixed acidity,fixed acidity/sulphates,sulphates/fixed acidity,fixed acidity/total sulfur dioxide,total sulfur dioxide/fixed acidity,fixed acidity/volatile acidity,volatile acidity/fixed acidity,free sulfur dioxide/pH,pH/free sulfur dioxide,free sulfur dioxide/residual sugar,residual sugar/free sulfur dioxide,free sulfur dioxide/sulphates,sulphates/free sulfur dioxide,free sulfur dioxide/total sulfur dioxide,total sulfur dioxide/free sulfur dioxide,free sulfur dioxide/volatile acidity,volatile acidity/free sulfur dioxide,pH/residual sugar,residual sugar/pH,pH/sulphates,sulphates/pH,pH/total sulfur dioxide,total sulfur dioxide/pH,pH/volatile acidity,volatile acidity/pH,residual sugar/sulphates,sulphates/residual sugar,residual sugar/total sulfur dioxide,total sulfur dioxide/residual sugar,residual sugar/volatile acidity,volatile acidity/residual sugar,sulphates/total sulfur dioxide,total sulfur dioxide/sulphates,sulphates/volatile acidity,volatile acidity/sulphates,total sulfur dioxide/volatile acidity,volatile acidity/total sulfur dioxide
0,1.247787610619469,1.3972602739726026,1.0,1.0684931506849316,1.1068447412353923,1.1408450704225352,1.098939929328622,1.567547723935391,1.606299212598425,1.1377245508982037,1.153846153846154,5,1.0424643230073096,0.9592654424040066,1.153846153846154,0.8666666666666666,0.7360835885426041,1.3585413607440053,0.9247135842880525,1.0814159292035397,1.0113960113960114,0.9887323943661971,0.7183257918552037,1.3921259842519682,1.0798816568047338,0.9260273972602739,1.01417004048583,0.9860279441117764,1.049962898837497,0.9524146054181389,0.8257918552036201,1.2109589041095887,1.1068447412353923,0.9034690799396682,0.7060995492096499,1.4162308999054287,0.8870457855290733,1.1273375245264885,0.9701972423174426,1.030718246128354,0.6890651085141904,1.4512416717141126,1.0358931552587645,0.9653505237711524,0.972858272559529,1.0278989532247722,1.0071931246611447,0.992858246859494,0.792153589315526,1.262381454162276,0.6379391100702568,1.567547723935391,0.8014184397163121,1.247787610619469,0.8765432098765432,1.1408450704225352,0.6225490196078433,1.606299212598425,0.9358974358974359,1.0684931506849316,0.8789473684210526,1.1377245508982037,0.909967845659164,1.098939929328622,0.715686274509804,1.3972602739726026,1.2562616510971574,0.7960125178752763,1.374023313572997,0.7277896889533917,0.9758752987244838,1.0247210901915935,1.467063895477994,0.6816335696641102,1.3777919468274225,0.7257989875050828,1.4264180253174137,0.7010567605365721,1.1218723906596426,0.8913669757146053,1.0937397574565715,0.9142942762960744,0.7768089536699636,1.2873178086781705,1.1678012253233492,0.8563101136694842,1.0967396367023752,0.9117934344077803,1.135446603875594,0.8807107235044985,0.8930244664237377,1.11979014864471,0.7102319801159902,1.4079906678331873,1.0677139761646803,0.9365804160324709,1.0027427724240177,0.99726472979966,1.0381323309632715,0.9632683331152118,0.8164871582435792,1.2247590055809232,1.503331314354936,0.6651893634165996,1.4118524658101945,0.7082893037454504,1.4616806339722002,0.6841439756114461,1.1496062992125984,0.8698630136986302,0.9391492429704398,1.0647934899431906,0.9722944104303396,1.0284950620639666,0.7647058823529413,1.3076923076923075,1.0352927585343783,0.9659103589362097,0.8142538452506753,1.228118240807498,0.7864962239312687,1.2714619213319824
1,1.2831858407079646,1.5205479452054793,1.0,1.1164383561643836,1.1435726210350583,1.3380281690140845,1.215547703180212,1.4941262848751933,1.3622047244094486,1.2095808383233533,1.2153846153846155,5,1.0627961819202698,0.9409141818642884,1.2153846153846155,0.8227848101265822,0.8134416934416883,1.2293444116061716,0.947161803713528,1.0557858183040214,0.90834008097166,1.1009092529862718,0.8922187638950647,1.1208013555267613,1.0886267107126004,0.9185885208947459,1.0047981721249049,0.9952247403926323,0.9998658318425762,1.0001341861609339,0.7993069993069994,1.251083752384255,1.1435726210350583,0.8744525547445257,0.7653788254789874,1.3065425469200598,0.8911979736342178,1.1220851366190816,0.854670064141991,1.1700421507145062,0.8395012882742915,1.1911834013449047,1.0243043108657577,0.9762723727627238,0.9454288500636373,1.0577210542418813,0.9407879411422136,1.0629387944597768,0.7520792913113448,1.3296470352964704,0.669287469287465,1.4941262848751933,0.7793103448275862,1.2831858407079646,0.7473684210526316,1.3380281690140845,0.7341040462427747,1.3622047244094486,0.8957055214723926,1.1164383561643836,0.8267326732673267,1.2095808383233533,0.8226744186046512,1.215547703180212,0.6576576576576577,1.5205479452054793,1.1643880702820473,0.8588202039529417,1.1166628023804077,0.895525487074777,1.096844151324564,0.9117065526514285,1.3382971631397436,0.7472182020127177,1.2352430176938478,0.8095572981800474,1.229179472731627,0.8135508460596746,0.9826235927557578,1.0176836861768301,0.9590125756870052,1.04273919378339,0.9419919177451533,1.0615802335052944,1.149356642597318,0.8700519603212092,1.0608516603872777,0.9426388602106133,1.0556441654661453,0.9472888997197514,0.8438969943394723,1.1849787435049597,0.9822518928600507,1.0180687940323248,1.1984792188715112,0.8343907714491708,1.1061916050760006,0.904002521273243,1.100761546020308,0.9084619676399479,0.8799644715137673,1.1364095169430424,1.220134293029322,0.819581914640906,1.1261791533484056,0.8879581876709011,1.1206509796740522,0.8923384873057049,0.8958643683053131,1.116240399081479,0.9229960667299607,1.083428235553433,0.9184652755654668,1.0887727893516008,0.7342342342342343,1.361963190184049,0.9950912129229912,1.0049330021341356,0.7954901008793225,1.2570866675708665,0.799414255244644,1.2509158967824148
2,1.2831858407079646,1.4383561643835616,1.04,1.095890410958904,1.1335559265442403,1.1971830985915493,1.1696113074204946,1.5088105726872243,1.4094488188976375,1.191616766467066,1.2153846153846155,5,1.072187606208225,0.9326725977895647,1.168639053254438,0.8556962025316455,0.8055249859629424,1.2414264205654375,0.947161803713528,1.0557858183040214,1.0152036199095025,0.9850240684614012,0.8623119896862916,1.1596730788398282,1.1090384615384616,0.901681983700364,1.0199458832624662,0.9804441749412568,1.039135486869626,0.9623384174978752,0.8449816849816851,1.1834576036067277,1.089957621677154,0.9174668630338735,0.7512910812424601,1.3310420221497017,0.8833918599965459,1.1320004691959806,0.9468525974663655,1.0561305980211164,0.8042547635258019,1.2433871023853975,1.0343697829716194,0.966772247664777,0.9512755765471764,1.0512200929510642,0.9691731939940182,1.0318073242192582,0.7880912632164718,1.2688885750600198,0.6892846715328469,1.4507793968146387,0.8104827586206896,1.2338325391422735,0.8687058823529412,1.1511375947995666,0.7378770949720672,1.355239248940036,0.9490000000000001,1.053740779768177,0.8727638190954773,1.1457853523721788,0.8891842900302116,1.124626257135091,0.723047619047619,1.3830347734457322,1.1758316876803885,0.8504618564692206,1.2603005960093285,0.7934614989205306,1.0704968867669136,0.9341456405540549,1.3767896475770922,0.7263273672632738,1.266187767028977,0.7897722802570045,1.2900102479470832,0.7751876402465762,1.0489825886301656,0.9533046695330469,1.0718375845913588,0.9329771733851384,0.9104167696643103,1.098398045071952,1.1709070796460177,0.8540387340576286,1.0768443989860808,0.9286392731777825,1.0971045103333958,0.9114901913001096,0.8921196797302993,1.1209258384506378,0.8493980643638368,1.1773043075497913,1.0924295774647887,0.9153908138597905,1.0046712435416518,0.9953504755195494,1.023573464958938,0.9769694450218249,0.8323272971160295,1.201450443190975,1.2861220472440944,0.7775311854289433,1.182803782692992,0.8454487672699297,1.2050574493898232,0.8298359555441499,0.9799025121859766,1.020509680875488,0.9196668272871203,1.0873502994011979,0.936969747134048,1.0672703180212013,0.7619047619047619,1.3125,1.0188143350760717,0.9815331072322742,0.8284573709723412,1.2070627108143455,0.8131583375399629,1.2297727931134381
3,1.584070796460177,1.1095890410958904,1.56,1.0684931506849316,1.1051752921535893,1.2253521126760565,1.1908127208480566,1.5822320117474362,1.3307086614173227,1.1497005988023952,1.2153846153846155,6,1.0997211247966536,0.909321442911181,0.7790927021696253,1.2835443037974683,0.7681456362662831,1.3018364653618144,0.7672539750752042,1.3033493894925505,0.9918656056587091,1.0082011053663755,0.9133363677742378,1.0948868733180501,1.137475345167653,0.879139934107855,1.0571314102564104,0.9459561888880466,1.0206345583200183,0.9797826184192869,1.095346628679962,0.9129530084966186,0.7084457000984546,1.4115407854984894,0.6984912983355838,1.4316570619889943,0.697680491694724,1.4333208566157796,0.9019246637115498,1.1087400536147398,0.830516343807727,1.2040702238504173,1.0343307221437439,0.9668087571907462,0.9612722593210907,1.0402880040523184,0.928084889256575,1.0774876431842686,0.9960221768791607,1.0039937093903903,0.9859489559164696,1.0142512895816898,0.984804469273743,1.0154299977308827,1.2731034482758619,0.7854821235102926,1.1723076923076925,0.853018372703412,1.46,0.684931506849315,1.356875,0.7369875633348687,1.3100296735905044,0.7633414877231132,1.405925925925926,0.7112750263435195,0.9988392029467056,1.001162146069027,1.2912468141846891,0.7744452795660244,1.189014588709612,0.8410325739444949,1.480806882789267,0.6753075040523765,1.3762122185511556,0.7266321185934368,1.3286992858294493,0.752615742828328,1.4259621834267018,0.7012808695928524,1.2927474315939373,0.7735463057675663,1.1903963973398966,0.8400563058109355,1.4825277966870887,0.6745236090916048,1.3778115781710916,0.7257886461713444,1.3302434284813949,0.7517421086917899,1.4276193597727522,0.7004668248258973,0.920826735561297,1.0859806317313783,1.1468039003250272,0.8719886632026452,1.0658010563380282,0.9382614082180465,1.029004889873365,0.9718126802323219,1.1043296817944706,0.9055266887104392,1.2454068241469813,0.802950474183351,1.1574393044619422,0.8639761896325693,1.1174793803593541,0.8948710979154035,1.199280645474871,0.8338331847288645,0.9293664383561645,1.0760018424689082,0.8972805983496606,1.1144785720757453,0.962962962962963,1.0384615384615383,0.9654755770358392,1.0357589811542993,1.0361499223774673,0.965111301369863,1.0732015879247918,0.9317913905938783
4,1.247787610619469,1.3972602739726026,1.0,1.0684931506849316,1.1068447412353923,1.1408450704225352,1.098939929328622,1.567547723935391,1.606299212598425,1.1377245508982037,1.153846153846154,5,1.0424643230073096,0.9592654424040066,1.153846153846154,0.8666666666666666,0.7360835885426041,1.3585413607440053,0.9247135842880525,1.0814159292035397,1.0113960113960114,0.9887323943661971,0.7183257918552037,1.3921259842519682,1.0798816568047338,0.9260273972602739,1.01417004048583,0.9860279441117764,1.049962898837497,0.9524146054181389,0.8257918552036201,1.2109589041095887,1.1068447412353923,0.9034690799396682,0.7060995492096499,1.4162308999054287,0.8870457855290733,1.1273375245264885,0.9701972423174426,1.030718246128354,0.6890651085141904,1.4512416717141126,1.0358931552587645,0.9653505237711524,0.972858272559529,1.0278989532247722,1.0071931246611447,0.992858246859494,0.792153589315526,1.262381454162276,0.6379391100702568,1.567547723935391,0.8014184397163121,1.247787610619469,0.8765432098765432,1.1408450704225352,0.6225490196078433,1.606299212598425,0.9358974358974359,1.0684931506849316,0.8789473684210526,1.1377245508982037,0.909967845659164,1.098939929328622,0.715686274509804,1.3972602739726026,1.2562616510971574,0.7960125178752763,1.374023313572997,0.7277896889533917,0.9758752987244838,1.0247210901915935,1.467063895477994,0.6816335696641102,1.3777919468274225,0.7257989875050828,1.4264180253174137,0.7010567605365721,1.1218723906596426,0.8913669757146053,1.0937397574565715,0.9142942762960744,0.7768089536699636,1.2873178086781705,1.1678012253233492,0.8563101136694842,1.0967396367023752,0.9117934344077803,1.135446603875594,0.8807107235044985,0.8930244664237377,1.11979014864471,0.7102319801159902,1.4079906678331873,1.0677139761646803,0.9365804160324709,1.0027427724240177,0.99726472979966,1.0381323309632715,0.9632683331152118,0.8164871582435792,1.2247590055809232,1.503331314354936,0.6651893634165996,1.4118524658101945,0.7082893037454504,1.4616806339722002,0.6841439756114461,1.1496062992125984,0.8698630136986302,0.9391492429704398,1.0647934899431906,0.9722944104303396,1.0284950620639666,0.7647058823529413,1.3076923076923075,1.0352927585343783,0.9659103589362097,0.8142538452506753,1.228118240807498,0.7864962239312687,1.2714619213319824
5,1.247787610619469,1.36986301369863,1.0,1.0616438356164384,1.1051752921535893,1.1690140845070423,1.1201413427561837,1.567547723935391,1.606299212598425,1.1377245508982037,1.153846153846154,5,1.0440390425284687,0.9578185865331107,1.153846153846154,0.8666666666666666,0.7360835885426041,1.3585413607440053,0.9247135842880525,1.0814159292035397,0.9870250231696016,1.0131455399061031,0.7183257918552037,1.3921259842519682,1.086848635235732,0.9200913242009132,1.01417004048583,0.9860279441117764,1.0300897840330019,0.9707891637220257,0.8423076923076924,1.1872146118721458,1.1051752921535893,0.904833836858006,0.7050345423480969,1.4183702215064942,0.8857078582507489,1.1290404513006977,0.9453909125651186,1.0577634994255563,0.6880257946250288,1.4534338796774269,1.0410038235769292,0.9606112651574722,0.9713909146823653,1.0294516706767733,0.9866391409446871,1.0135417889893565,0.8067779632721203,1.2394984066548027,0.6379391100702568,1.567547723935391,0.8014184397163121,1.247787610619469,0.8554216867469879,1.1690140845070423,0.6225490196078433,1.606299212598425,0.9419354838709677,1.0616438356164384,0.8789473684210526,1.1377245508982037,0.8927444794952681,1.1201413427561837,0.7300000000000001,1.36986301369863,1.2562616510971574,0.7960125178752763,1.3409143180652139,0.7457598047300186,0.9758752987244838,1.0247210901915935,1.4765288238359167,0.6772641237047248,1.3777919468274225,0.7257989875050828,1.399419576888693,0.7145819713507824,1.1443098384728354,0.8738891918770642,1.0673845825780999,0.9368694436120268,0.7768089536699636,1.2873178086781705,1.1753354267770482,0.8508209462741669,1.0967396367023752,0.9117934344077803,1.1139555009631221,0.8977019271733955,0.9108849557522124,1.0978334790634412,0.7277685722176195,1.3740631818613034,1.1011358473421171,0.9081531605875557,1.0275018532246107,0.9732342543828008,1.0436308703958768,0.9581931968155306,0.8533802816901409,1.1718105297903945,1.513030226060452,0.660925329035724,1.4118524658101945,0.7082893037454504,1.43401475446484,0.6973428947550753,1.1725984251968504,0.8528068761751276,0.9331290555155011,1.071663125362179,0.9477766734367573,1.0551008776929214,0.775,1.2903225806451613,1.0156973120006045,0.984545285475172,0.8305389221556887,1.2040374909877432,0.8177031802120142,1.222937643144203
6,1.2920353982300885,1.3287671232876712,1.06,1.047945205479452,1.0951585976627713,1.1971830985915493,1.187279151943463,1.4647577092511028,1.4409448818897634,1.0778443113772456,1.153846153846154,5,1.0535881801125704,0.9491374513077351,1.088534107402032,0.9186666666666666,0.7877385772122607,1.2694566813509556,0.8930453108535301,1.1197640117994099,0.9638009049773757,1.0375586854460093,0.8007566204287518,1.2488188976377947,1.10105580693816,0.9082191780821917,1.0705128205128205,0.934131736526946,0.9718406593406594,1.0289752650176678,0.8683584456780334,1.1515981735159817,1.033168488361105,0.9678963414634146,0.7476721854720266,1.3374845546362966,0.8476227502458435,1.1797701273472911,0.914779534518315,1.0931595671590517,0.7600280978315409,1.3157408296523907,1.0450533023448667,0.9568889909789507,1.0160638100537933,0.9841901562728202,0.9224103664838224,1.0841161768508143,0.824191521952395,1.2133102238556632,0.7236691729323301,1.3818468955199084,0.8204109589041096,1.218901319084989,0.8854117647058825,1.1294180175391975,0.7356284153005467,1.3593819640469467,1.0115032679738563,0.9886275523391056,0.9834444444444445,1.0168342560162693,0.8927976190476191,1.1200746716447763,0.7977319587628866,1.2535538898940295,1.133682336612155,0.8820813094683603,1.2235034983156272,0.8173250026474629,1.0165258419392902,0.9837428216209804,1.3977426506579151,0.7154392831393545,1.3589696524718564,0.7358516050605549,1.233709618208518,0.8105635112516265,1.1023434306735105,0.9071583067257175,1.079229567933368,0.9265869187729114,0.8966584457662365,1.1152518606407074,1.2329226675921106,0.8110808782135485,1.1987217305801376,0.8342219670248544,1.0882321955330805,0.9189215354082966,0.9723565368123347,1.0284293488459373,0.8308319864542447,1.2036127836961554,1.1424100156494523,0.8753424657534247,1.1107198748043818,0.9003170130327581,1.0083417169684774,0.9917272916233631,0.9009728473936401,1.109911361804996,1.3750192990582057,0.7272625196496745,1.336876640419947,0.7480121723765586,1.2136529808773902,0.823958755720327,1.0844224368861106,0.9221498615165807,0.9722602739726026,1.0285311729482214,0.882644324853229,1.1329591907434353,0.788659793814433,1.2679738562091503,0.9078272027373824,1.1015312131919905,0.8111611827890611,1.232800608828006,0.8935193617718845,1.1191699282452707
7,1.2389380530973453,1.3630136986301369,1.0,1.0205479452054793,1.0884808013355591,1.1971830985915493,1.0530035335689045,1.3325991189427384,1.5118110236220472,1.0838323353293413,1.2461538461538462,7,1.1448560641812178,0.8734722479853252,1.2461538461538462,0.8024691358024691,0.9351303242212283,1.069369663349111,1.0058241758241757,0.9942095487818203,1.0409049773755656,0.9607024865240827,0.8242788461538462,1.2131816856226305,1.2210635002581314,0.8189582276340266,1.149766255843604,0.8697419974865085,1.1834279814145587,0.8450028355799851,0.9142636258214148,1.093776424826653,1.0884808013355591,0.9187116564417179,0.8168103864567623,1.224274343936657,0.8785595039351297,1.1382268309897392,0.9092016105273494,1.0998660675710707,0.71998469671675,1.3889184097386602,1.0665650805032998,0.9375892932179175,1.0042889161493833,0.9957294000955146,1.0336914992549102,0.9674066205640703,0.7985839044974454,1.2522165728212455,0.7504132231404919,1.3325991189427384,0.807142857142857,1.2389380530973453,0.8352941176470589,1.1971830985915493,0.6614583333333334,1.5118110236220472,0.9798657718120807,1.0205479452054793,0.9226519337016574,1.0838323353293413,0.9496644295302014,1.0530035335689045,0.7336683417085428,1.3630136986301369,1.0755978602894958,0.9297154976961847,1.1131122052345228,0.8983820277034057,0.8814587922173321,1.1344829830155467,1.305768264198925,0.7658326729310498,1.2295251539416425,0.8133221160983773,1.2655219820832047,0.7901877756037687,0.9776857857569841,1.022823502773684,1.034877667881312,0.9662977867203217,0.8195058997050149,1.2202474690663665,1.2139929916255867,0.8237279843444225,1.1431085904268323,0.8748075278015397,1.1765753994179489,0.84992428066633,0.9089696268955398,1.1001467710371817,0.7918867370892019,1.2628068550254747,1.1730787409017867,0.8524576954069298,1.1045833009104349,0.9053187742162734,1.1369222043671425,0.8795676574516732,0.8783353386651568,1.1385173247381144,1.481371875495429,0.6750499429223743,1.394875364336364,0.7169099301397206,1.4357131533055014,0.6965179623085983,1.109167886677482,0.9015767694063926,0.9416105350790887,1.0620102077723748,0.9691780821917807,1.0318021201413428,0.7487437185929647,1.335570469798658,1.029277016436925,0.9715557464420279,0.7951734721511751,1.257587224702944,0.772555356286734,1.2944056265514388
8,1.2831858407079646,1.3150684931506849,1.02,1.0753424657534247,1.1018363939899833,1.1126760563380282,1.0424028268551235,1.4941262848751933,1.4881889763779523,1.1437125748502994,1.1692307692307693,7,1.0611655011655012,0.9423600738072225,1.1463046757164406,0.8723684210526316,0.7825515025514975,1.277871164695889,0.9111936339522547,1.0974615742897065,1.0508276533592988,0.9516308376575241,0.7856735856735859,1.2727932034811433,1.0873101420872122,0.9197007930785869,1.0223117196939187,0.9781752284903876,1.1216688396349415,0.8915287334945134,0.8891025641025642,1.1247296322999278,1.0802317588137091,0.9257272727272727,0.737445291702382,1.3560327949094557,0.858672500143918,1.1645883614910164,0.9902580249783394,1.0098378147673923,0.7403874181837456,1.3506442376521113,1.024637665748647,0.9759547530095476,0.9633857476247498,1.0380058065686808,1.0570159305056452,0.9460595352821499,0.8378547579298832,1.1935242839352427,0.6826732186732143,1.464829691054111,0.794896551724138,1.2580253340274163,0.9167088607594936,1.0908588787627729,0.6853968253968256,1.4590088003705415,0.9485350318471337,1.0542573193661027,0.8918324607329843,1.1212868380885288,0.9785084745762713,1.0219635557403173,0.775625,1.28928283642224,1.1643880702820473,0.8588202039529417,1.3428223572928952,0.7447001418832356,1.0039896199955005,0.9960262338215027,1.3894422776546382,0.7197132375214521,1.306382667927525,0.7654724948138072,1.4333482665073891,0.6976671499639651,1.136158529123845,0.8801588637205018,1.1532429707628542,0.8671199611461875,0.8622465702111722,1.1597610643497145,1.1932811002761963,0.8380255077940483,1.121947829310105,0.8913070410902334,1.2309884505774713,0.812355306445717,0.9757558997050148,1.0248464808691544,0.7476712124599452,1.3374862952257545,1.0347178613079753,0.9664470261834576,0.9728633581594278,1.02789357992875,1.0674146574361425,0.9368430469204274,0.8460974178403757,1.1818970001734002,1.38392095892472,0.7225846198448941,1.3011914086655394,0.7685264391851221,1.4276524756439342,0.7004505767756652,1.1316437007874014,0.8836703631224181,0.940220899376031,1.0635798466760746,1.031599721383794,0.9693682338907518,0.8177083333333335,1.2229299363057324,1.0971886735004568,0.9114202726953174,0.8696981037924152,1.149824284587248,0.7926604829210836,1.2615741815648944
9,1.256637168141593,1.2602739726027397,1.3599999999999999,1.3561643835616437,1.0984974958263773,1.2253521126760565,1.3392226148409894,1.567547723935391,1.4803149606299213,1.281437125748503,1.323076923076923,5,1.2044423661444936,0.8302597352176108,0.9728506787330318,1.027906976744186,0.844042514862186,1.1847744425093072,1.0528710725893822,0.9497839061535297,1.0797524314765692,0.9261382246970195,0.8937806873977087,1.1188427028016847,0.9756021756021757,1.025007964319847,1.0324946081955426,0.9685280601587524,0.9879439821392328,1.0122031391240036,1.0498327759197326,0.952532653711373,0.8077187469311599,1.2380547112462004,0.7007745149018848,1.4269925328834334,0.8741564579463424,1.143959975253517,0.8964749678583078,1.115480114730939,0.7420701168614358,1.3475815523059618,0.8100032039931874,1.2345630178623472,0.857238700014042,1.1665362284549443,0.8202501090207515,1.2191403439053992,0.8716338825578864,1.1472706832660198,0.8675971896955492,1.1526086205407289,1.0822535211267603,0.9239979177511715,1.1098850574712642,0.9009942004971004,0.9187234042553191,1.0884668828161188,1.0028282828282828,0.9971796937953263,1.0613084112149531,0.9422331806974288,1.0155145118733508,0.9847225109124923,1.0791304347826087,0.9266720386784851,1.2474147380612617,0.8016579967254557,1.2792630850507212,0.7817000362832726,1.0589285156372057,0.9443508086079393,1.1558685237099349,0.8651502999582935,1.2232732238187396,0.8174788596109879,1.1704907806694345,0.8543424830976232,1.2438150418182994,0.803978056526899,1.0255314820465873,0.9751041460027772,0.8488985125211825,1.1779971165576133,0.9266112451953162,1.0792012348060966,0.9806467620544207,1.0197351775322594,0.9383332944170735,1.0657194047678293,0.9971142747210467,1.002894076789504,0.8277644590949956,1.2080731287899356,0.9035424669227488,1.1067548417572033,0.9562327234434645,1.0457705279096978,0.914972685718533,1.092928800617359,0.9722902633190449,1.028499448905684,1.091545375009942,0.9161323229379189,1.1551990580616676,0.865651675372659,1.1053539151933185,0.9046876174723705,1.174597740499829,0.8513552900029145,1.0583151965177313,0.9448980826226336,1.0126504499945783,0.9875075846807296,1.076086956521739,0.9292929292929293,0.9568514685668242,1.0450942835441366,1.0167925019526167,0.9834848290871846,1.06264403134122,0.9410489030252647
